"country_name","year","v2x_libdem","v2fsuffrage","e_migdppc","e_mipopula","e_pt_coup"
"Mexico",1981,0.136,100,10538,70004.097,0
"Mexico",1982,0.14,100,10240,71660.714,0
"Mexico",1983,0.146,100,9656,73317.331,0
"Mexico",1984,0.146,100,9777,74973.948,0
"Mexico",1985,0.146,100,9785,76630.565,0
"Mexico",1986,0.147,100,9283,78287.182,0
"Mexico",1987,0.149,100,9256,79943.799,0
"Mexico",1988,0.163,100,9193,81600.416,0
"Mexico",1989,0.183,100,9392,83257.033,0
"Mexico",1990,0.194,100,9699,84913.65,0
"Mexico",1991,0.206,100,10008.55,86414.947,0
"Mexico",1992,0.22,100,10262.21,87916.244,0
"Mexico",1993,0.224,100,10357.83,89417.541,0
"Mexico",1994,0.263,100,10721.01,90918.838,0
"Mexico",1995,0.284,100,9944.95,92420.135,0
"Mexico",1996,0.294,100,10386.5,93921.432,0
"Mexico",1997,0.338,100,11030.34,95422.729,0
"Mexico",1998,0.372,100,11510.88,96924.026,0
"Mexico",1999,0.373,100,11894.2,98425.323,0
"Mexico",2000,0.429,100,12613.4,99926.62,0
"Sweden",1981,0.871,100,23777,8335.326,0
"Sweden",1982,0.872,100,24002,8360.178,0
"Sweden",1983,0.873,100,24412,8385.031,0
"Sweden",1984,0.873,100,25357,8409.884,0
"Sweden",1985,0.873,100,25805,8434.736,0
"Sweden",1986,0.875,100,26309,8459.589,0
"Sweden",1987,0.875,100,27016,8484.442,0
"Sweden",1988,0.874,100,27468,8509.295,0
"Sweden",1989,0.876,100,27933,8534.147,0
"Sweden",1990,0.878,100,28068,8559,0
"Sweden",1991,0.878,100,27614.03,8590.3,0
"Sweden",1992,0.878,100,27198.53,8621.6,0
"Sweden",1993,0.877,100,26558.82,8652.9,0
"Sweden",1994,0.876,100,27505.96,8684.2,0
"Sweden",1995,0.877,100,28519.44,8715.5,0
"Sweden",1996,0.877,100,29012.1,8746.8,0
"Sweden",1997,0.877,100,29862.67,8778.1,0
"Sweden",1998,0.876,100,31187.16,8809.4,0
"Sweden",1999,0.876,100,32705.21,8840.7,0
"Sweden",2000,0.876,100,34202.6,8872,0
"Switzerland",1981,0.814,100,27729.58,6430.369,0
"Switzerland",1982,0.814,100,27660.95,6475.508,0
"Switzerland",1983,0.814,100,28009.33,6520.648,0
"Switzerland",1984,0.812,100,28315.08,6565.788,0
"Switzerland",1985,0.812,100,29416.75,6610.928,0
"Switzerland",1986,0.812,100,30847.99,6656.067,0
"Switzerland",1987,0.812,100,31774.37,6701.207,0
"Switzerland",1988,0.814,100,32482.91,6746.347,0
"Switzerland",1989,0.816,100,33315.59,6791.486,0
"Switzerland",1990,0.828,100,34250,6836.626,0
"Switzerland",1991,0.831,100,34128.64,6879.655,0
"Switzerland",1992,0.83,100,34356.8,6922.685,0
"Switzerland",1993,0.834,100,34625.53,6965.714,0
"Switzerland",1994,0.834,100,35423.83,7008.744,0
"Switzerland",1995,0.835,100,36004.23,7051.773,0
"Switzerland",1996,0.835,100,36720.49,7094.802,0
"Switzerland",1997,0.835,100,38165.48,7137.832,0
"Switzerland",1998,0.835,100,39890.54,7180.861,0
"Switzerland",1999,0.836,100,41091.64,7223.891,0
"Switzerland",2000,0.836,100,43251.1,7266.92,0
"Ghana",1981,0.192,0,1820,11456.7,2
"Ghana",1982,0.078,0,1661,11896.4,1
"Ghana",1983,0.079,0,1487,12336.1,1
"Ghana",1984,0.079,0,1530,12775.8,1
"Ghana",1985,0.08,0,1559,13215.5,0
"Ghana",1986,0.081,0,1575,13655.2,0
"Ghana",1987,0.083,0,1605,14094.9,0
"Ghana",1988,0.09,0,1648,14534.6,0
"Ghana",1989,0.09,0,1685,14974.3,0
"Ghana",1990,0.098,0,1693,15414,0
"Ghana",1991,0.099,0,1742.63,15846.2,0
"Ghana",1992,0.108,100,1771.6,16278.4,0
"Ghana",1993,0.337,100,1791.11,16710.6,0
"Ghana",1994,0.396,100,1813.61,17142.8,0
"Ghana",1995,0.404,100,1856.57,17575,0
"Ghana",1996,0.424,100,1907.93,18007.2,0
"Ghana",1997,0.507,100,1964.91,18439.4,0
"Ghana",1998,0.507,100,2017.99,18871.6,0
"Ghana",1999,0.507,100,2066.74,19303.8,0
"Ghana",2000,0.537,100,2100.29,19736,0
"South Africa",1981,0.097,16,7141,30174.031,0
"South Africa",1982,0.097,16,6891,31096.472,0
"South Africa",1983,0.097,16,6554,32018.913,0
"South Africa",1984,0.118,16,6672,32941.354,0
"South Africa",1985,0.118,16,6385,33863.795,0
"South Africa",1986,0.119,15,6236,34786.236,0
"South Africa",1987,0.119,15,6212,35708.677,0
"South Africa",1988,0.119,15,6319,36631.118,0
"South Africa",1989,0.121,15,6306,37553.559,0
"South Africa",1990,0.141,14,6111,38476,0
"South Africa",1991,0.151,14,6034.9,39134.8,0
"South Africa",1992,0.152,14,5901.98,39793.6,0
"South Africa",1993,0.164,14,5965.91,40452.4,0
"South Africa",1994,0.293,100,6172.97,41111.2,0
"South Africa",1995,0.532,100,6406.43,41770,0
"South Africa",1996,0.561,100,6725.79,42428.8,0
"South Africa",1997,0.561,100,6950.47,43087.6,0
"South Africa",1998,0.562,100,7024.3,43746.4,0
"South Africa",1999,0.601,100,7234.29,44405.2,0
"South Africa",2000,0.64,100,7582.78,45064,0
"Japan",1981,0.748,100,21924,117480.31,0
"Japan",1982,0.748,100,22440,118153.32,0
"Japan",1983,0.748,100,22805,118826.33,0
"Japan",1984,0.747,100,23548,119499.34,0
"Japan",1985,0.751,100,24437,120172.35,0
"Japan",1986,0.752,100,24992,120845.36,0
"Japan",1987,0.753,100,25904,121518.37,0
"Japan",1988,0.753,100,27393,122191.38,0
"Japan",1989,0.753,100,28601,122864.39,0
"Japan",1990,0.75,100,29949,123537.4,0
"Japan",1991,0.75,100,30837.43,123801.56,0
"Japan",1992,0.75,100,30977.81,124065.72,0
"Japan",1993,0.75,100,30920.66,124329.88,0
"Japan",1994,0.754,100,31135.43,124594.04,0
"Japan",1995,0.754,100,31887.28,124858.2,0
"Japan",1996,0.753,100,32784.16,125122.36,0
"Japan",1997,0.752,100,33038.29,125386.52,0
"Japan",1998,0.752,100,32558.19,125650.68,0
"Japan",1999,0.752,100,32394.52,125914.84,0
"Japan",2000,0.753,100,33210.81,126179,0
"Burma/Myanmar",1981,0.028,100,1369,33960.288,0
"Burma/Myanmar",1982,0.028,100,1417,34547.256,0
"Burma/Myanmar",1983,0.028,100,1451,35134.224,0
"Burma/Myanmar",1984,0.028,100,1492,35721.192,0
"Burma/Myanmar",1985,0.028,100,1506,36308.16,0
"Burma/Myanmar",1986,0.028,100,1465,36895.128,0
"Burma/Myanmar",1987,0.028,100,1382,37482.096,0
"Burma/Myanmar",1988,0.017,0,1207,38069.064,2
"Burma/Myanmar",1989,0.017,0,1234,38656.032,0
"Burma/Myanmar",1990,0.021,0,1253,39243,0
"Burma/Myanmar",1991,0.018,0,1205.07,39748.8,0
"Burma/Myanmar",1992,0.018,0,1283.83,40254.6,0
"Burma/Myanmar",1993,0.018,0,1321.81,40760.4,0
"Burma/Myanmar",1994,0.018,0,1373.96,41266.2,0
"Burma/Myanmar",1995,0.018,0,1423.65,41772,0
"Burma/Myanmar",1996,0.018,0,1469.03,42277.8,0
"Burma/Myanmar",1997,0.018,0,1505.98,42783.6,0
"Burma/Myanmar",1998,0.018,0,1547.03,43289.4,0
"Burma/Myanmar",1999,0.018,0,1667.66,43795.2,0
"Burma/Myanmar",2000,0.018,0,1843.49,44301,0
"Russia",1981,0.027,100,12274,139932.22,0
"Russia",1982,0.027,100,12267,140825.64,0
"Russia",1983,0.027,100,12420,141719.06,0
"Russia",1984,0.026,100,12379,142612.48,0
"Russia",1985,0.028,100,12475,143505.9,0
"Russia",1986,0.036,100,12694,144399.32,0
"Russia",1987,0.041,100,12597,145292.74,0
"Russia",1988,0.043,100,12720,146186.16,0
"Russia",1989,0.064,100,12766,147079.58,0
"Russia",1990,0.095,100,12400,147973,0
"Russia",1991,0.129,100,12012.24,147846.7,1
"Russia",1992,0.309,100,10487.55,147720.4,0
"Russia",1993,0.16,100,9789.07,147594.1,0
"Russia",1994,0.305,100,8743.75,147467.8,0
"Russia",1995,0.305,100,8586.32,147341.5,0
"Russia",1996,0.301,100,8479.38,147215.2,0
"Russia",1997,0.292,100,8813.35,147088.9,0
"Russia",1998,0.291,100,8557.5,146962.6,0
"Russia",1999,0.29,100,9340.03,146836.3,0
"Russia",2000,0.23,100,10552.88,146710,0
"Albania",1981,0.057,100,3762,2729.349,0
"Albania",1982,0.057,100,3783,2787.285,0
"Albania",1983,0.057,100,3805,2845.222,0
"Albania",1984,0.057,100,3826,2903.158,0
"Albania",1985,0.057,100,3846,2961.095,0
"Albania",1986,0.059,100,3870,3019.032,0
"Albania",1987,0.059,100,3894,3076.968,0
"Albania",1988,0.059,100,3920,3134.905,0
"Albania",1989,0.059,100,3948,3192.841,0
"Albania",1990,0.073,100,3983,3250.778,0
"Albania",1991,0.252,100,2942.1,3273.084,0
"Albania",1992,0.322,100,2841.77,3295.389,0
"Albania",1993,0.322,100,3137.02,3317.695,0
"Albania",1994,0.34,100,3399.71,3340.001,0
"Albania",1995,0.352,100,3666.65,3362.306,0
"Albania",1996,0.326,100,3965.69,3384.612,0
"Albania",1997,0.311,100,3526.99,3406.918,0
"Albania",1998,0.331,100,3873.37,3429.224,0
"Albania",1999,0.335,100,4432.04,3451.529,0
"Albania",2000,0.347,100,4808.48,3473.835,0
"Egypt",1981,0.161,100,3309,44039.089,0
"Egypt",1982,0.169,100,3543,45443.968,0
"Egypt",1983,0.168,100,3701,46848.847,0
"Egypt",1984,0.169,100,3810,48253.726,0
"Egypt",1985,0.168,100,3939,49658.605,0
"Egypt",1986,0.171,100,3921,51063.484,0
"Egypt",1987,0.169,100,3929,52468.363,0
"Egypt",1988,0.169,100,4001,53873.242,0
"Egypt",1989,0.169,100,4030,55278.121,0
"Egypt",1990,0.16,100,4022,56683,0
"Egypt",1991,0.157,100,4180.13,58065.9,0
"Egypt",1992,0.157,100,4338.95,59448.8,0
"Egypt",1993,0.157,100,4542.63,60831.7,0
"Egypt",1994,0.156,100,4746.59,62214.6,0
"Egypt",1995,0.159,100,5001.07,63597.5,0
"Egypt",1996,0.158,100,5293.1,64980.4,0
"Egypt",1997,0.159,100,5594.6,66363.3,0
"Egypt",1998,0.157,100,5884.8,67746.2,0
"Egypt",1999,0.157,100,6211.02,69129.1,0
"Egypt",2000,0.154,100,6593.53,70512,0
"Yemen",1981,0.06,0,3767,9460.898,0
"Yemen",1982,0.06,0,3724,9789.252,0
"Yemen",1983,0.06,0,3827,10117.606,0
"Yemen",1984,0.06,0,3861,10445.959,0
"Yemen",1985,0.06,0,3717,10774.312,0
"Yemen",1986,0.06,0,3684,11102.666,0
"Yemen",1987,0.056,0,3712,11431.02,0
"Yemen",1988,0.063,2,3747,11759.373,0
"Yemen",1989,0.07,2,3751,12087.726,0
"Yemen",1990,0.098,2,3622,12416.08,0
"Colombia",1981,0.276,100,6782,27263.6,0
"Colombia",1982,0.281,100,6698,27896.2,0
"Colombia",1983,0.322,100,6655,28528.8,0
"Colombia",1984,0.321,100,6741,29161.4,0
"Colombia",1985,0.319,100,6809,29794,0
"Colombia",1986,0.313,100,7071,30426.6,0
"Colombia",1987,0.317,100,7296,31059.2,0
"Colombia",1988,0.311,100,7442,31691.8,0
"Colombia",1989,0.311,100,7533,32324.4,0
"Colombia",1990,0.317,100,7693,32957,0
"Colombia",1991,0.385,100,7713.02,33643,0
"Colombia",1992,0.433,100,7888.11,34329,0
"Colombia",1993,0.434,100,8180.87,35015,0
"Colombia",1994,0.434,100,8447.86,35701,0
"Colombia",1995,0.439,100,8735.88,36387,0
"Colombia",1996,0.435,100,8770.58,37073,0
"Colombia",1997,0.435,100,8952.47,37759,0
"Colombia",1998,0.43,100,8863.26,38445,0
"Colombia",1999,0.425,100,8382.14,39131,0
"Colombia",2000,0.429,100,8496.79,39817,0
"Poland",1981,0.135,100,8584,35832.159,0
"Poland",1982,0.125,100,8429,36086.298,0
"Poland",1983,0.127,100,8764,36340.437,0
"Poland",1984,0.137,100,9006,36594.576,0
"Poland",1985,0.142,100,9022,36848.715,0
"Poland",1986,0.147,100,9240,37102.854,0
"Poland",1987,0.153,100,9059,37356.993,0
"Poland",1988,0.158,100,9228,37611.132,0
"Poland",1989,0.277,100,9060,37865.271,0
"Poland",1990,0.484,100,8150,38119.41,0
"Poland",1991,0.771,100,7625.84,38172.885,0
"Poland",1992,0.805,100,7873.92,38226.36,0
"Poland",1993,0.808,100,8229.53,38279.835,0
"Poland",1994,0.811,100,8721.83,38333.31,0
"Poland",1995,0.81,100,9408.27,38386.785,0
"Poland",1996,0.803,100,10066.17,38440.26,0
"Poland",1997,0.802,100,10811.27,38493.735,0
"Poland",1998,0.797,100,11413.26,38547.21,0
"Poland",1999,0.801,100,12058.42,38600.685,0
"Poland",2000,0.802,100,12732.17,38654.16,0
"Brazil",1981,0.135,66,7709,125835,0
"Brazil",1982,0.147,70,7587,128650,0
"Brazil",1983,0.161,70,7203,131465,0
"Brazil",1984,0.163,70,7438,134280,0
"Brazil",1985,0.246,70,7862,137095,0
"Brazil",1986,0.327,80,8281,139910,0
"Brazil",1987,0.388,80,8402,142725,0
"Brazil",1988,0.424,100,8230,145540,0
"Brazil",1989,0.572,100,8333,148355,0
"Brazil",1990,0.697,100,7842,151170,0
"Brazil",1991,0.72,100,7888.05,153685,0
"Brazil",1992,0.729,100,7812.79,156200,0
"Brazil",1993,0.731,100,8166.24,158715,0
"Brazil",1994,0.736,100,8615.69,161230,0
"Brazil",1995,0.741,100,8951.69,163745,0
"Brazil",1996,0.741,100,9124.52,166260,0
"Brazil",1997,0.741,100,9409.95,168775,0
"Brazil",1998,0.741,100,9419.11,171290,0
"Brazil",1999,0.741,100,9441.76,173805,0
"Brazil",2000,0.749,100,9834.42,176320,0
"United States of America",1981,0.795,100,30056,229967.04,0
"United States of America",1982,0.796,100,29210,232207.58,0
"United States of America",1983,0.8,100,30158,234448.12,0
"United States of America",1984,0.799,100,32076,236688.66,0
"United States of America",1985,0.793,100,33023,238929.2,0
"United States of America",1986,0.8,100,33850,241169.74,0
"United States of America",1987,0.804,100,34730,243410.28,0
"United States of America",1988,0.804,100,35863,245650.82,0
"United States of America",1989,0.805,100,36756,247891.36,0
"United States of America",1990,0.812,100,36982,250131.9,0
"United States of America",1991,0.811,100,36463.96,253334.51,0
"United States of America",1992,0.815,100,37240.3,256537.12,0
"United States of America",1993,0.814,100,37761.54,259739.73,0
"United States of America",1994,0.814,100,38807.28,262942.34,0
"United States of America",1995,0.816,100,39390.63,266144.95,0
"United States of America",1996,0.816,100,40412.75,269347.56,0
"United States of America",1997,0.816,100,41722.67,272550.17,0
"United States of America",1998,0.816,100,43072.76,275752.78,0
"United States of America",1999,0.814,100,44575.85,278955.39,0
"United States of America",2000,0.809,100,45886.47,282158,0
"Portugal",1981,0.774,100,12934,9792.289,0
"Portugal",1982,0.774,100,13198,9806.778,0
"Portugal",1983,0.801,100,13158,9821.267,0
"Portugal",1984,0.81,100,12894,9835.756,0
"Portugal",1985,0.81,100,13240,9850.244,0
"Portugal",1986,0.803,100,13774,9864.733,0
"Portugal",1987,0.812,100,14641,9879.222,0
"Portugal",1988,0.817,100,15729,9893.711,0
"Portugal",1989,0.817,100,16533,9908.2,0
"Portugal",1990,0.817,100,17256,9922.689,0
"Portugal",1991,0.804,100,17949.81,9963.98,0
"Portugal",1992,0.803,100,18598.53,10005.271,0
"Portugal",1993,0.803,100,18519.93,10046.562,0
"Portugal",1994,0.803,100,18819.03,10087.853,0
"Portugal",1995,0.806,100,19262.03,10129.144,0
"Portugal",1996,0.813,100,19939.31,10170.436,0
"Portugal",1997,0.813,100,20810.18,10211.727,0
"Portugal",1998,0.813,100,21782.12,10253.018,0
"Portugal",1999,0.813,100,22589.92,10294.309,0
"Portugal",2000,0.813,100,23372.04,10335.6,0
"El Salvador",1981,0.041,0,3507,4619.567,0
"El Salvador",1982,0.046,100,3339,4672.936,0
"El Salvador",1983,0.047,100,3330,4726.304,0
"El Salvador",1984,0.051,100,3357,4779.673,0
"El Salvador",1985,0.075,100,3366,4833.041,0
"El Salvador",1986,0.082,100,3327,4886.41,0
"El Salvador",1987,0.082,100,3351,4939.778,0
"El Salvador",1988,0.083,100,3344,4993.147,0
"El Salvador",1989,0.084,100,3322,5046.515,0
"El Salvador",1990,0.088,100,3378,5099.884,0
"El Salvador",1991,0.091,100,3493.58,5202.496,0
"El Salvador",1992,0.143,100,3750.52,5305.107,0
"El Salvador",1993,0.208,100,4052.96,5407.719,0
"El Salvador",1994,0.259,100,4316.4,5510.33,0
"El Salvador",1995,0.283,100,4592.28,5612.942,0
"El Salvador",1996,0.286,100,4671.34,5715.554,0
"El Salvador",1997,0.287,100,4882.68,5818.165,0
"El Salvador",1998,0.295,100,5077.89,5920.777,0
"El Salvador",1999,0.304,100,5263.89,6023.388,0
"El Salvador",2000,0.325,100,5403.71,6126,0
"Bangladesh",1981,0.195,100,878,90287,1
"Bangladesh",1982,0.129,0,869,92637,2
"Bangladesh",1983,0.112,0,891,94987,0
"Bangladesh",1984,0.113,0,918,97337,0
"Bangladesh",1985,0.113,0,925,99687,0
"Bangladesh",1986,0.151,100,944,102037,0
"Bangladesh",1987,0.171,100,960,104387,0
"Bangladesh",1988,0.164,100,964,106737,0
"Bangladesh",1989,0.162,100,966,109087,0
"Bangladesh",1990,0.162,0,1006,111437,0
"Bangladesh",1991,0.259,100,1031.43,113961.4,0
"Bangladesh",1992,0.275,100,1062.46,116485.8,0
"Bangladesh",1993,0.276,100,1095.66,119010.2,0
"Bangladesh",1994,0.276,100,1136.42,121534.6,0
"Bangladesh",1995,0.276,100,1182.95,124059,0
"Bangladesh",1996,0.276,100,1234.08,126583.4,1
"Bangladesh",1997,0.28,100,1291.51,129107.8,0
"Bangladesh",1998,0.28,100,1348.15,131632.2,0
"Bangladesh",1999,0.28,100,1412.98,134156.6,0
"Bangladesh",2000,0.281,100,1485.31,136681,0
"Bolivia",1981,0.024,0,4060,5554.558,2
"Bolivia",1982,0.107,100,3816,5667.818,0
"Bolivia",1983,0.207,100,3585,5781.079,0
"Bolivia",1984,0.224,100,3561,5894.339,1
"Bolivia",1985,0.329,100,3476,6007.599,0
"Bolivia",1986,0.419,100,3306,6120.859,0
"Bolivia",1987,0.425,100,3330,6234.119,0
"Bolivia",1988,0.428,100,3386,6347.38,0
"Bolivia",1989,0.429,100,3408,6460.64,0
"Bolivia",1990,0.44,100,3502,6573.9,0
"Bolivia",1991,0.473,100,3610.05,6736.01,0
"Bolivia",1992,0.48,100,3592.14,6898.12,0
"Bolivia",1993,0.49,100,3670.27,7060.23,0
"Bolivia",1994,0.497,100,3765.17,7222.34,0
"Bolivia",1995,0.502,100,3865.44,7384.45,0
"Bolivia",1996,0.502,100,3959.45,7546.56,0
"Bolivia",1997,0.529,100,4079.54,7708.67,0
"Bolivia",1998,0.53,100,4205.69,7870.78,0
"Bolivia",1999,0.536,100,4146.47,8032.89,0
"Bolivia",2000,0.54,100,4173.55,8195,0
"Haiti",1981,0.035,100,1964,5308.9,0
"Haiti",1982,0.035,100,1855,5417.8,0
"Haiti",1983,0.023,100,1835,5526.7,0
"Haiti",1984,0.033,100,1803,5635.6,0
"Haiti",1985,0.035,100,1776,5744.5,0
"Haiti",1986,0.027,0,1729,5853.4,2
"Haiti",1987,0.067,0,1682,5962.3,0
"Haiti",1988,0.08,0,1701,6071.2,2
"Haiti",1989,0.074,0,1619,6180.1,1
"Haiti",1990,0.077,0,1602,6289,0
"Haiti",1991,0.159,100,1628.72,6424,2
"Haiti",1992,0.083,100,1535.97,6559,0
"Haiti",1993,0.09,100,1443.18,6694,0
"Haiti",1994,0.109,100,1262.34,6829,0
"Haiti",1995,0.238,100,1378.54,6964,0
"Haiti",1996,0.28,100,1426.41,7099,0
"Haiti",1997,0.288,100,1456.23,7234,0
"Haiti",1998,0.289,100,1480.58,7369,0
"Haiti",1999,0.282,100,1513.33,7504,0
"Haiti",2000,0.27,100,1520.73,7639,0
"Honduras",1981,0.094,100,3231,3540.973,0
"Honduras",1982,0.179,100,3076,3680.006,0
"Honduras",1983,0.191,100,2947,3819.039,0
"Honduras",1984,0.191,100,2968,3958.072,0
"Honduras",1985,0.193,100,2982,4097.106,0
"Honduras",1986,0.196,100,2898,4236.139,0
"Honduras",1987,0.197,100,2970,4375.172,0
"Honduras",1988,0.202,100,3009,4514.205,0
"Honduras",1989,0.204,100,3045,4653.238,0
"Honduras",1990,0.264,100,2960,4792.271,0
"Honduras",1991,0.27,100,2993.12,4947.81,0
"Honduras",1992,0.275,100,3094.55,5103.348,0
"Honduras",1993,0.272,100,3216.88,5258.887,0
"Honduras",1994,0.292,100,3105.97,5414.426,0
"Honduras",1995,0.306,100,3163.83,5569.964,0
"Honduras",1996,0.31,100,3210.27,5725.503,0
"Honduras",1997,0.312,100,3303.27,5881.042,0
"Honduras",1998,0.315,100,3332.91,6036.581,0
"Honduras",1999,0.322,100,3215.18,6192.119,1
"Honduras",2000,0.33,100,3335.72,6347.658,0
"Mali",1981,0.127,100,1111,6890.7,0
"Mali",1982,0.126,100,1030,7023.4,0
"Mali",1983,0.126,100,1057,7156.1,0
"Mali",1984,0.126,100,1084,7288.8,0
"Mali",1985,0.126,100,1089,7421.5,0
"Mali",1986,0.126,100,1138,7554.2,0
"Mali",1987,0.127,100,1138,7686.9,0
"Mali",1988,0.128,100,1116,7819.6,0
"Mali",1989,0.128,100,1205,7952.3,0
"Mali",1990,0.138,100,1191,8085,0
"Mali",1991,0.143,0,1186.76,8281.4,2
"Mali",1992,0.368,100,1115.41,8477.8,0
"Mali",1993,0.456,100,1115.1,8674.2,0
"Mali",1994,0.456,100,1111.79,8870.6,0
"Mali",1995,0.451,100,1100.24,9067,0
"Mali",1996,0.451,100,1130.51,9263.4,0
"Mali",1997,0.408,100,1160.95,9459.8,0
"Mali",1998,0.386,100,1167.43,9656.2,0
"Mali",1999,0.386,100,1192.32,9852.6,0
"Mali",2000,0.389,100,1153.05,10049,0
"Pakistan",1981,0.062,0,1924,88157.908,0
"Pakistan",1982,0.063,0,2002,91096.696,0
"Pakistan",1983,0.063,0,2077,94035.484,0
"Pakistan",1984,0.063,0,2106,96974.272,0
"Pakistan",1985,0.106,100,2230,99913.06,0
"Pakistan",1986,0.116,100,2302,102851.848,0
"Pakistan",1987,0.117,100,2364,105790.636,0
"Pakistan",1988,0.123,100,2442,108729.424,0
"Pakistan",1989,0.21,100,2487,111668.212,0
"Pakistan",1990,0.21,100,2531,114607,0
"Pakistan",1991,0.207,100,2644.57,117786.8,0
"Pakistan",1992,0.207,100,2732.38,120966.6,0
"Pakistan",1993,0.212,100,2777.33,124146.4,0
"Pakistan",1994,0.218,100,2855.91,127326.2,0
"Pakistan",1995,0.218,100,2947.68,130506,0
"Pakistan",1996,0.218,100,2979.81,133685.8,0
"Pakistan",1997,0.21,100,2986.71,136865.6,0
"Pakistan",1998,0.211,100,3035.45,140045.4,0
"Pakistan",1999,0.092,0,3111.96,143225.2,2
"Pakistan",2000,0.102,0,3154.51,146405,0
"Peru",1981,0.473,100,6921,17725.77,0
"Peru",1982,0.467,100,6770,18156.24,0
"Peru",1983,0.472,100,5729,18586.71,0
"Peru",1984,0.472,100,5859,19017.18,0
"Peru",1985,0.443,100,5844,19447.65,0
"Peru",1986,0.435,100,6290,19878.12,0
"Peru",1987,0.439,100,6682,20308.59,0
"Peru",1988,0.439,100,6003,20739.06,0
"Peru",1989,0.439,100,5160,21169.53,0
"Peru",1990,0.392,100,4795,21600,0
"Peru",1991,0.397,100,4812.21,22048.7,0
"Peru",1992,0.111,100,4698.48,22497.4,1
"Peru",1993,0.101,100,4857.02,22946.1,0
"Peru",1994,0.1,100,5361.42,23394.8,0
"Peru",1995,0.133,100,5668.03,23843.5,0
"Peru",1996,0.139,100,5739.79,24292.2,0
"Peru",1997,0.136,100,6027.82,24740.9,0
"Peru",1998,0.129,100,5926.73,25189.6,0
"Peru",1999,0.129,100,5945.2,25638.3,0
"Peru",2000,0.196,100,6038.24,26087,1
"Senegal",1981,0.348,100,1943,6008.4,0
"Senegal",1982,0.359,100,2168,6229.8,0
"Senegal",1983,0.373,100,2153,6451.2,0
"Senegal",1984,0.377,100,1989,6672.6,0
"Senegal",1985,0.377,100,2000,6894,0
"Senegal",1986,0.377,100,2031,7115.4,0
"Senegal",1987,0.377,100,2048,7336.8,0
"Senegal",1988,0.381,100,2085,7558.2,0
"Senegal",1989,0.381,100,1980,7779.6,0
"Senegal",1990,0.391,100,1999,8001,0
"Senegal",1991,0.399,100,1982.63,8268.7,0
"Senegal",1992,0.404,100,1942.93,8536.4,0
"Senegal",1993,0.455,100,1906.82,8804.1,0
"Senegal",1994,0.47,100,1847.6,9071.8,0
"Senegal",1995,0.473,100,1886.54,9339.5,0
"Senegal",1996,0.475,100,1866.34,9607.2,0
"Senegal",1997,0.476,100,1866.39,9874.9,0
"Senegal",1998,0.476,100,1915.43,10142.6,0
"Senegal",1999,0.476,100,1978.1,10410.3,0
"Senegal",2000,0.508,100,1983.52,10678,0
"Vietnam",1981,0.068,100,1223,55071.95,0
"Vietnam",1982,0.068,100,1293,56428.7,0
"Vietnam",1983,0.068,100,1333,57785.45,0
"Vietnam",1984,0.068,100,1420,59142.2,0
"Vietnam",1985,0.068,100,1471,60498.95,0
"Vietnam",1986,0.075,100,1481,61855.7,0
"Vietnam",1987,0.078,100,1500,63212.45,0
"Vietnam",1988,0.078,100,1556,64569.2,0
"Vietnam",1989,0.079,100,1588,65925.95,0
"Vietnam",1990,0.083,100,1634,67282.7,0
"Vietnam",1991,0.086,100,1688.16,68460.471,0
"Vietnam",1992,0.087,100,1792.67,69638.242,0
"Vietnam",1993,0.088,100,1894.86,70816.013,0
"Vietnam",1994,0.091,100,2018.35,71993.784,0
"Vietnam",1995,0.091,100,2167.04,73171.555,0
"Vietnam",1996,0.094,100,2323.05,74349.326,0
"Vietnam",1997,0.094,100,2466.87,75527.097,0
"Vietnam",1998,0.094,100,2564.28,76704.868,0
"Vietnam",1999,0.099,100,2641.35,77882.639,0
"Vietnam",2000,0.103,100,2773.1,79060.41,0
"Afghanistan",1981,0.045,0,1144,15067.869,0
"Afghanistan",1982,0.046,0,1270,15023.588,0
"Afghanistan",1983,0.046,0,1347,14979.307,0
"Afghanistan",1984,0.046,0,1337,14935.026,0
"Afghanistan",1985,0.046,0,1304,14890.745,0
"Afghanistan",1986,0.046,0,1344,14846.464,0
"Afghanistan",1987,0.046,0,1211,14802.183,0
"Afghanistan",1988,0.048,100,1101,14757.902,0
"Afghanistan",1989,0.048,100,999,14713.621,0
"Afghanistan",1990,0.046,100,963,14669.34,1
"Afghanistan",1991,0.042,100,881.17,15592.226,0
"Afghanistan",1992,0.032,0,843.88,16515.112,2
"Afghanistan",1993,0.024,0,578.4,17437.998,0
"Afghanistan",1994,0.024,0,428.42,18360.884,0
"Afghanistan",1995,0.023,0,632.94,19283.77,0
"Afghanistan",1996,0.022,0,600.18,20206.656,0
"Afghanistan",1997,0.026,0,570.6,21129.542,0
"Afghanistan",1998,0.026,0,545.04,22052.428,0
"Afghanistan",1999,0.026,0,518.66,22975.314,0
"Afghanistan",2000,0.026,0,502.37,23898.2,0
"Argentina",1981,0.049,0,12125,28836.42,0
"Argentina",1982,0.049,0,11550,29303.04,0
"Argentina",1983,0.174,100,11775,29769.66,0
"Argentina",1984,0.663,100,11837,30236.28,0
"Argentina",1985,0.663,100,10895,30702.9,0
"Argentina",1986,0.661,100,11515,31169.52,0
"Argentina",1987,0.666,100,11633,31636.14,0
