"age","campaign_interest","vote_primary","vote_pres","right_track","ideology","govt_corrupt"
62,2,1,-1,2,4,2
59,1,1,-1,2,4,2
74,2,-1,-1,2,6,2
48,1,-1,-1,2,4,4
66,2,1,-1,2,2,2
73,1,-1,-1,2,7,3
30,1,5,-1,2,4,1
63,2,-1,-1,1,7,4
69,1,-1,-1,2,99,3
61,1,1,-1,2,3,2
43,2,-1,-1,1,7,2
68,1,-1,-1,1,7,3
58,1,8,-1,1,5,2
58,1,-1,-1,1,7,2
65,1,8,-1,1,99,2
78,1,-1,1,2,1,4
54,1,8,-1,1,6,4
72,1,1,-1,2,4,4
69,1,8,-1,1,5,3
52,1,-1,-1,1,4,2
59,1,1,-1,2,99,5
30,1,-1,-1,2,3,2
41,2,-1,-1,2,5,3
36,2,-1,-1,1,6,3
80,1,1,-1,2,3,3
45,1,5,-1,2,4,3
57,2,-1,-1,2,99,3
70,2,-1,-1,2,6,4
53,2,8,-1,2,5,3
53,3,6,-1,2,2,3
51,1,1,-1,2,2,3
80,2,-1,-1,1,99,2
50,2,-1,-1,2,99,3
57,1,-1,-1,1,6,3
41,2,8,-1,1,5,4
37,2,-1,-1,2,6,4
76,2,1,-1,2,3,2
80,3,-1,-1,1,99,2
63,2,-1,-1,2,5,3
80,2,-1,-1,1,4,4
40,2,5,-1,2,2,4
53,1,-1,-1,2,6,4
37,1,5,-1,2,3,2
63,3,-1,-1,2,6,2
69,1,1,-1,2,2,2
29,3,5,-1,2,3,3
55,2,-1,-1,2,3,4
74,1,-1,-1,2,4,3
63,1,1,-1,2,3,4
65,2,-1,-1,2,99,4
26,2,8,-1,2,7,2
63,2,-1,-1,2,6,3
39,1,10,-1,2,4,2
56,2,-1,-1,2,99,2
28,2,-1,-1,2,4,2
50,1,6,-1,2,2,2
45,1,4,-1,2,4,4
35,3,-1,-1,2,99,1
73,2,8,-1,2,4,2
37,3,-1,-1,1,99,-9
53,3,-1,-1,1,5,2
27,1,-1,-1,2,2,3
45,1,8,-1,1,7,2
45,1,1,-1,2,1,3
40,1,-1,-1,1,4,4
32,2,1,-1,2,99,4
58,1,8,-1,1,7,2
70,3,1,-1,2,4,2
78,3,9,-1,2,5,4
71,1,8,-1,1,6,3
58,1,-1,-1,2,4,3
62,2,1,-1,2,5,4
27,2,-1,-1,2,6,3
23,3,-1,-1,2,99,3
41,2,-1,-1,2,2,2
57,2,-1,-1,2,3,2
45,1,8,-1,1,5,3
57,2,-1,-1,1,99,3
26,3,-1,-1,1,4,2
66,2,-1,-1,2,99,4
63,1,1,-1,2,2,2
65,1,4,-1,2,4,3
63,1,-1,-1,2,1,3
34,2,-1,-1,2,4,2
60,3,-1,-1,2,2,4
50,1,1,-1,2,99,3
45,1,8,-1,1,6,2
34,2,1,-1,2,3,2
-9,1,1,-1,2,4,4
41,1,1,-1,2,2,3
62,1,-1,-1,1,6,3
46,1,-1,-1,2,6,3
43,1,7,-1,2,4,3
80,2,1,1,2,2,3
35,2,-1,-1,2,3,2
71,3,-1,-1,2,99,4
31,1,1,-1,2,4,3
30,2,-1,-1,1,6,2
38,2,-1,-1,2,2,4
67,2,1,-1,2,99,2
60,1,-1,-1,2,99,4
27,3,5,-1,2,3,1
67,1,-1,-1,2,7,4
34,1,1,-1,2,2,3
34,2,8,-1,2,5,4
-9,1,8,-1,2,6,3
46,2,-1,-1,1,6,2
43,2,5,-1,2,3,2
74,1,8,-1,2,7,3
51,3,1,-1,2,4,3
51,2,-1,-1,2,99,4
66,2,-1,-1,1,6,4
70,1,1,-1,2,4,4
70,2,8,2,2,5,3
-9,3,-1,-1,2,99,1
66,2,8,-1,1,2,2
32,1,6,-1,2,2,3
54,3,-1,-1,2,4,2
23,3,-1,-1,1,4,1
41,3,1,-1,2,99,2
30,3,-1,-1,1,99,2
43,1,5,-1,2,3,2
41,2,8,2,1,7,3
78,1,1,-1,2,3,4
55,1,-1,-1,1,6,4
80,1,8,-1,2,4,3
58,1,-1,-1,1,4,3
50,2,-1,-1,2,6,2
33,1,5,-1,2,1,2
24,2,-1,-1,1,99,1
80,1,8,-1,2,6,3
-9,1,-1,-1,1,6,2
48,1,1,-1,2,3,4
63,2,7,-1,2,1,3
36,2,-1,-1,2,2,3
-9,3,-1,-1,2,4,2
50,2,-1,-1,2,6,2
62,2,-1,-1,2,6,3
80,2,1,-1,2,6,3
66,1,8,2,2,5,3
43,1,5,-1,2,1,2
-9,1,-1,-1,2,2,3
39,2,-1,-1,2,2,3
71,1,-1,-1,2,2,4
64,1,8,-1,1,6,3
52,2,8,-1,1,6,4
36,3,-1,-1,2,4,2
51,1,8,-1,1,7,3
56,3,8,-1,1,99,2
65,2,-1,-1,2,4,2
21,3,-1,-1,1,5,4
41,1,-1,1,2,3,4
37,2,-1,-1,2,2,2
72,2,1,-1,2,2,4
42,2,-1,-1,2,5,2
79,2,-1,-1,2,4,3
32,1,-1,-1,2,5,3
43,2,8,-1,2,7,3
23,1,5,-1,2,1,3
36,2,-1,-1,2,4,4
60,2,8,-1,1,4,3
29,2,-1,-1,1,5,3
66,3,7,-1,2,99,2
78,1,8,-1,2,4,3
70,2,-1,-1,2,3,3
80,2,-1,-1,2,3,2
33,3,-1,-1,1,6,3
27,1,6,-1,2,2,2
61,1,-1,-1,2,5,2
35,1,5,1,2,5,3
41,2,-1,-1,1,99,2
30,2,3,-1,2,3,4
72,3,1,-1,2,3,4
33,2,-1,-1,2,4,3
35,1,8,-1,1,6,3
33,2,-1,-1,1,6,2
74,1,-1,-1,2,6,4
38,2,1,-1,2,3,3
80,2,-1,-1,2,6,2
46,2,1,-1,2,99,3
30,2,-1,-1,2,99,2
57,1,8,-1,1,6,3
50,2,-1,-1,2,6,4
24,1,-1,-1,2,3,3
80,1,2,1,2,4,3
59,1,8,-1,1,6,2
74,1,1,-1,2,3,3
39,2,5,-1,2,4,3
75,1,1,-1,2,1,2
30,1,1,-1,2,1,2
-9,2,8,-1,1,6,4
80,2,8,-1,2,7,2
31,1,5,-1,2,1,3
69,1,-1,-1,2,4,2
56,2,1,-1,2,2,2
75,1,8,-1,1,6,3
65,1,6,-1,2,1,3
29,2,-1,-1,2,2,2
72,1,-1,-1,1,6,4
60,1,8,-1,1,7,2
25,2,-1,-1,2,4,2
78,1,8,-1,1,6,3
60,1,5,-1,2,3,2
53,1,-1,-1,1,6,2
66,1,-1,-1,2,3,3
35,1,-1,-1,1,6,2
61,1,-1,-1,-9,6,2
46,2,1,-1,2,6,3
70,2,8,-1,2,5,4
78,1,8,-1,1,6,4
63,3,-1,-1,1,99,4
40,3,8,-1,1,6,2
51,1,6,-1,2,2,4
-9,2,8,-1,1,6,3
41,2,5,-1,2,3,3
80,1,8,-1,2,6,3
25,2,-1,-1,2,4,4
41,2,-1,-1,2,5,3
29,2,-1,-1,2,2,1
57,2,-1,-1,2,2,2
51,2,-1,-1,2,4,4
31,3,-1,-1,2,6,2
58,1,-1,-1,2,99,2
53,1,10,-1,1,4,4
45,2,-1,2,1,99,4
54,1,1,-1,2,4,2
55,2,-1,-1,2,4,3
76,1,8,-1,1,6,4
53,1,8,-1,2,6,4
56,1,1,-1,2,4,3
49,1,1,-1,2,2,4
-9,2,1,-1,1,5,3
55,1,1,-1,2,3,4
72,2,-1,-1,2,3,3
57,1,8,-1,2,5,2
30,3,-1,-1,2,3,3
37,2,6,-1,2,4,3
74,2,-1,-1,-9,4,4
38,1,5,-1,2,2,2
68,1,-1,-1,1,6,-9
75,3,-1,-1,2,5,2
71,1,3,-1,2,2,4
68,1,8,-1,1,6,3
32,1,6,-1,2,1,2
50,2,5,-1,2,2,2
65,2,8,-1,1,6,3
35,1,1,-1,2,1,3
26,2,-1,-1,2,3,2
37,1,3,-1,2,2,3
78,1,8,-1,2,7,3
42,2,8,-1,1,6,2
42,3,-1,-1,1,6,3
71,2,-1,-1,2,99,3
58,3,-1,-1,2,99,5
57,3,1,-1,2,4,4
61,1,5,-1,2,1,3
37,1,-1,-1,2,5,3
49,1,-1,2,1,5,4
80,2,-1,-1,2,4,3
34,1,-1,-1,1,4,2
71,1,6,-1,2,2,3
42,1,-1,-1,2,6,1
62,2,-1,-1,2,6,4
63,1,-1,-1,1,6,3
27,2,5,-1,2,1,2
38,1,5,-1,2,3,4
33,2,-1,-1,1,6,2
63,2,8,-1,1,6,4
38,3,-1,-1,2,4,2
72,1,8,-1,1,6,3
26,2,1,-1,2,2,3
35,2,-1,-1,2,4,2
61,1,-1,-1,2,6,4
58,2,-1,-1,1,4,3
39,2,-1,-1,2,99,2
54,3,-1,-1,2,99,4
52,1,8,-1,1,6,4
69,1,8,-1,1,6,2
60,1,1,-1,2,4,3
67,1,-1,-1,2,3,3
47,2,1,-1,2,1,2
67,1,8,-1,1,5,4
57,1,1,-1,2,2,2
31,1,5,-1,2,2,3
73,2,-1,-1,2,4,3
70,2,8,-1,1,6,4
80,2,8,-1,1,6,3
61,2,-1,-1,2,99,4
41,3,1,-1,2,4,4
68,3,8,-1,1,2,4
32,2,1,-1,2,3,2
65,2,-1,-1,1,4,3
28,1,5,-1,2,2,2
33,3,1,-1,2,4,4
30,2,-1,-1,2,6,2
64,1,8,-1,1,7,3
61,1,8,-1,2,6,2
49,1,1,-1,2,3,2
62,1,5,-1,2,4,3
39,2,-1,-1,2,5,2
-9,1,1,-1,2,4,4
66,1,8,-1,1,6,2
62,2,6,-1,2,2,4
80,1,-1,-1,2,99,3
62,2,4,-1,2,99,-9
47,1,8,-1,1,6,4
42,1,-1,-1,2,99,4
34,3,-1,-1,1,4,2
-9,2,-1,-1,2,5,2
60,1,-1,-1,1,6,3
54,1,9,-1,2,5,3
35,1,-1,-1,2,1,2
73,1,-1,2,1,7,3
80,1,8,-1,1,6,-9
64,1,8,-1,2,6,3
32,2,-1,-1,1,6,3
56,2,-1,-1,1,99,3
68,1,8,-1,1,6,3
67,2,8,-1,2,6,2
67,3,8,-1,1,6,3
72,1,5,-1,2,4,4
58,1,8,-1,1,6,2
57,2,8,-1,2,99,4
39,1,5,-1,2,1,2
23,1,5,-1,2,2,3
63,3,-1,-1,2,7,3
-9,3,-1,-1,2,6,2
37,2,-1,-1,2,2,4
69,1,8,2,1,6,4
42,2,8,-1,1,7,3
66,3,-1,-1,2,99,2
69,2,4,-1,2,3,3
72,1,1,-1,2,2,4
38,2,-1,-1,1,4,3
66,1,1,-1,2,2,2
58,2,9,-1,2,6,4
27,1,-1,-1,2,4,2
28,1,6,-1,2,2,3
50,3,-1,-1,2,3,4
25,2,1,-1,2,2,2
53,2,1,-1,2,2,3
80,1,1,-1,2,3,4
-9,1,-1,-1,2,99,2
70,1,8,-1,2,6,2
64,1,-1,-1,2,99,2
59,1,-1,-1,2,3,4
77,1,-1,-1,1,6,3
49,1,1,-1,2,2,4
51,2,-1,-1,1,6,4
69,2,8,-1,2,6,3
69,1,1,-1,2,4,3
30,2,-1,-1,1,1,2
31,1,5,1,2,1,3
26,2,5,-1,2,4,3
68,1,8,-1,1,7,4
67,1,-1,-1,2,4,2
46,3,-1,-1,2,3,2
40,2,-1,-1,2,4,3
23,2,-1,-1,1,5,3
72,1,10,-1,2,6,4
38,1,-1,-1,2,3,1
76,3,-1,-1,2,7,2
73,2,-1,-1,2,99,4
34,2,-1,-1,2,3,3
36,3,1,-1,2,3,2
80,1,-1,-1,1,6,3
76,1,8,-1,1,6,3
66,1,4,-1,2,4,4
74,3,-9,-1,1,99,2
44,1,-1,-1,2,5,1
30,2,-1,-1,2,1,2
61,2,8,-1,1,99,4
79,2,-1,-1,1,4,4
23,2,-1,-1,1,5,3
38,2,-1,-1,2,1,2
75,1,1,-1,2,2,4
29,2,-1,-1,1,4,4
33,2,-1,-1,2,3,3
59,2,-1,-1,1,3,4
72,1,-1,-1,2,99,4
49,3,-1,-1,2,4,3
52,3,-1,-1,2,99,2
52,1,-1,-1,1,6,3
41,2,5,-1,2,2,4
-9,2,-1,-1,2,2,3
52,1,5,-1,1,5,4
67,1,3,-1,2,3,4
53,1,-1,-1,2,5,1
34,2,-1,-1,2,3,2
71,2,-1,-1,2,99,3
28,3,-1,-1,2,4,3
66,1,8,-1,2,6,3
69,1,1,-1,2,4,4
46,1,5,1,2,2,2
42,3,-1,-1,2,99,1
24,3,-1,-1,2,99,2
53,1,8,-1,1,6,3
47,2,-1,-1,2,4,2
41,1,-1,-1,2,1,4
80,1,-1,-1,2,4,4
72,1,-1,-1,2,5,4
31,2,-1,-1,2,2,3
21,2,5,-1,2,1,2
42,1,1,-1,2,3,2
40,2,4,-1,2,3,2
80,1,1,-1,2,99,2
76,1,1,-1,2,4,4
71,1,6,-1,2,2,4
38,2,6,-1,2,2,3
33,2,10,3,2,4,1
41,2,-1,-1,2,2,2
62,1,1,-1,2,4,1
73,1,8,-1,1,7,2
28,3,-1,-1,2,4,1
21,3,-1,-1,1,99,2
64,2,8,-1,2,99,1
58,1,8,-1,1,7,3
26,2,-1,-1,2,2,2
23,1,-1,2,1,6,4
61,2,5,-1,2,2,2
50,1,5,-1,2,1,2
67,1,7,-1,2,1,2
35,2,8,-1,2,6,4
68,1,8,-1,1,99,3
61,1,4,-1,1,6,4
32,1,5,-1,2,1,3
78,1,8,-1,2,7,3
65,2,-1,-1,2,3,3
19,1,5,-1,2,2,3
25,2,-1,-1,2,2,2
75,1,8,-1,1,7,3
32,2,8,-1,1,99,2
29,3,5,-1,2,1,2
74,1,8,-1,2,6,2
70,2,-1,-1,2,99,4
57,1,-1,-1,1,7,3
80,1,-1,-1,2,2,2
38,3,-1,-1,1,6,2
21,3,-1,-1,1,6,4
71,1,-1,-1,1,6,3
46,1,-1,-1,2,2,3
72,2,-1,-1,1,5,4
62,1,-1,-1,2,5,2
40,1,6,-1,2,2,4
50,3,-1,-1,1,2,4
43,1,-1,-1,2,3,3
59,1,1,-1,2,2,2
27,3,-1,-1,1,4,3
36,2,1,-1,2,3,3
31,1,-1,-1,1,6,4
22,1,8,-1,1,6,3
66,2,8,-1,1,99,3
44,1,-1,-1,2,2,4
72,1,1,-1,2,3,3
31,3,-1,-1,2,4,4
67,1,5,-1,2,4,3
65,1,8,-1,1,99,4
71,1,-1,-1,2,6,4
-9,1,3,-1,2,4,4
42,1,5,-1,2,2,3
49,2,8,-1,2,99,4
59,1,-1,-1,2,4,1
67,1,5,-1,2,2,4
77,1,5,-1,2,1,2
36,1,6,-1,2,3,4
61,1,-1,-1,2,4,4
66,1,8,2,2,7,2
41,2,8,-1,2,99,2
64,1,8,-1,2,7,4
37,2,6,-1,2,4,2
80,1,1,1,1,99,4
72,1,1,-1,2,5,3
37,1,-1,-1,2,4,3
43,1,2,-1,2,5,2
28,1,-1,-1,2,5,4
36,2,-1,-1,2,5,2
23,2,-1,-1,2,6,2
77,1,2,-1,2,3,4
73,1,1,-1,2,4,3
45,1,8,-1,1,6,3
27,2,-1,-1,1,5,4
-9,3,8,-1,1,4,4
38,2,-1,-1,2,4,3
51,2,3,-1,2,3,3
30,2,8,-1,1,5,2
80,1,-9,-1,2,5,3
58,3,8,-1,2,7,2
72,1,1,-1,2,2,3
26,2,-1,-1,1,4,4
-9,3,-1,-1,2,3,3
57,2,-1,-1,2,2,2
37,3,10,-1,2,4,3
39,1,1,1,2,4,4
54,1,1,-1,2,99,4
33,2,-1,-1,2,5,4
64,1,8,-1,1,6,3
72,1,1,-1,2,1,3
61,1,8,-1,1,6,4
60,1,1,-1,2,2,3
73,1,1,1,2,4,2
59,1,-1,-1,2,6,3
37,2,-1,-1,1,6,3
48,1,1,-1,2,2,2
58,1,1,-1,2,3,3
59,3,4,-1,2,4,3
64,2,1,1,2,99,4
71,1,8,-1,2,6,3
76,2,-1,-1,1,2,-9
32,2,-1,-1,1,4,5
39,2,-1,-1,2,4,2
64,1,1,-1,2,2,3
69,1,1,-1,2,3,3
38,3,-1,-1,2,6,3
68,1,10,-1,2,4,2
40,1,1,1,2,3,4
30,3,5,-1,2,3,2
30,2,-1,1,2,2,2
64,2,-1,-1,2,99,3
69,1,-1,-1,1,7,3
62,1,1,-1,2,1,2
22,2,-1,-1,2,99,3
53,2,-1,-1,2,6,3
53,1,8,-1,1,6,3
39,2,-1,-1,1,6,2
41,3,-1,-1,2,3,3
64,1,1,-1,2,3,4
66,1,1,-1,2,2,3
64,2,-1,-1,2,4,3
53,1,6,-1,2,6,3
70,2,8,-1,1,99,3
55,2,-1,-1,2,99,4
53,1,-1,-1,2,7,2
38,2,-1,-1,1,4,3
35,1,-1,-1,2,4,1
37,3,-1,-1,2,4,4
50,1,2,-1,2,4,3
56,1,-1,-1,1,5,5
43,1,-1,-1,2,2,4
27,2,-1,-1,2,99,1
36,2,1,1,2,2,3
51,2,8,-1,1,4,4
37,2,10,-1,2,5,2
52,1,5,-1,2,2,3
61,1,-1,-1,2,2,2
42,2,6,-1,2,2,2
69,3,1,-1,2,4,2
80,2,8,-1,1,99,5
80,2,8,-1,1,99,3
-9,3,1,-1,2,4,2
56,2,8,-1,2,6,2
35,2,-1,-1,2,3,3
55,1,-1,-1,2,5,4
47,1,-1,2,1,5,3
80,2,-1,-1,2,3,4
50,1,1,-1,2,4,4
61,1,1,-1,2,4,2
43,3,-1,-1,2,4,3
50,2,-1,-1,1,4,2
53,1,-1,-1,2,4,3
59,2,1,-1,2,5,2
69,2,10,-1,2,4,4
39,3,-1,-1,1,99,1
60,2,8,-1,1,5,4
47,1,-1,-1,1,7,2
50,2,-1,-1,2,99,4
80,1,-1,2,1,6,3
57,2,-1,-1,2,5,3
34,3,-1,-1,2,3,2
59,2,-1,-1,2,6,4
80,2,8,-1,2,6,3
63,2,4,-1,2,99,4
36,1,5,-1,2,3,3
31,1,1,-1,2,5,2
76,1,8,-1,2,6,4
61,1,8,2,2,6,3
63,1,-1,-1,2,6,4
51,1,-1,-1,2,4,3
40,2,9,-1,2,2,2
46,1,5,1,2,2,2
48,1,-1,-1,1,5,3
45,2,5,-1,2,2,3
50,1,-1,-1,2,4,4
62,1,8,-1,2,6,3
24,3,-1,-1,1,99,3
67,1,1,-1,2,3,3
48,1,-1,-1,2,99,1
39,2,7,-1,2,99,5
25,1,-1,-1,1,99,2
69,1,5,-1,2,2,2
25,3,-1,-1,2,99,2
66,2,8,-1,2,6,2
61,1,1,-1,2,99,3
62,1,1,-1,2,2,4
38,2,-1,-1,1,6,3
24,1,-1,-1,2,5,3
80,2,8,-1,2,6,2
32,1,-1,-1,2,7,-9
64,2,-1,-1,1,7,-9
74,2,-1,-1,1,6,3
30,2,-1,-1,1,99,3
63,1,1,-1,2,99,2
41,2,1,-1,2,2,4
67,2,-1,-1,2,4,4
72,1,1,-1,2,3,4
22,1,-1,-1,1,3,4
45,2,6,-1,2,1,2
52,1,-1,-1,2,4,1
39,1,-1,-1,1,7,2
44,1,6,-1,2,3,3
37,2,-1,-1,2,6,2
39,1,8,-1,1,7,2
54,2,-1,-1,2,4,3
73,1,8,-1,2,6,3
-9,2,8,-1,1,6,3
56,1,8,-1,1,7,4
60,2,-1,-1,2,99,3
29,1,-1,-1,2,2,2
-9,1,8,-1,1,6,2
65,1,-1,-1,1,6,3
49,1,-1,-1,2,6,3
80,1,-1,-1,2,3,4
80,3,-1,-1,2,4,3
58,1,1,-1,2,4,3
50,1,8,-1,2,4,3
42,1,5,-1,2,1,2
57,1,1,-1,2,2,3
38,1,6,-1,2,2,3
56,1,-1,-1,1,6,2
47,2,-1,-1,2,4,1
31,2,1,-1,2,4,3
27,2,-1,-1,2,2,4
25,3,8,-1,1,6,3
-9,1,5,-1,2,2,2
49,1,-1,-1,2,4,4
35,3,8,-1,2,7,4
62,1,-1,-1,2,3,4
33,2,-1,-1,2,3,2
49,1,1,-1,2,2,3
64,1,-1,-1,1,99,2
38,1,9,-1,2,6,3
-9,2,-1,-1,2,6,2
-9,1,-9,-9,2,3,3
30,1,-1,-1,2,3,3
36,1,-1,-1,1,6,1
80,2,-1,-1,2,6,4
42,2,1,-1,2,4,3
76,2,-1,-1,2,3,3
37,2,8,-1,1,6,2
49,2,-1,-1,1,5,4
27,1,-1,-1,2,1,2
73,1,-1,2,2,99,3
80,1,4,-1,2,2,3
35,1,-1,-1,1,6,2
59,1,-1,-1,2,99,3
62,2,8,-1,1,6,3
38,1,-1,-1,2,7,1
75,1,-1,-1,2,99,4
62,1,-1,-1,2,4,4
51,2,-1,-1,2,6,4
24,3,-1,-1,2,99,5
73,1,1,-1,2,5,4
72,1,8,-1,1,6,2
79,1,8,2,1,6,2
41,2,8,-1,1,2,3
24,3,1,-1,2,4,2
35,1,-1,-1,1,7,2
54,1,-1,-1,1,4,4
42,2,-1,-1,1,5,4
32,2,-1,-1,2,4,3
61,2,-1,-1,2,5,3
29,1,-1,-1,1,99,1
61,1,2,-1,2,2,2
41,1,1,1,2,2,4
62,1,-1,-1,1,4,4
72,2,8,-1,1,5,4
52,3,-1,-1,2,5,4
77,1,1,-1,2,2,3
49,1,-1,-1,1,6,2
25,1,1,-1,2,2,4
77,1,-1,-1,2,7,2
31,3,5,-1,2,2,2
-9,2,-1,-1,2,99,3
28,2,-1,-1,2,5,3
26,2,-1,-1,2,3,2
32,3,-1,-1,2,6,2
78,1,-1,-1,1,6,3
45,2,-1,-1,2,3,3
58,1,3,-1,2,3,4
34,1,8,-1,2,7,4
56,1,-1,-1,1,4,3
80,1,-1,-1,1,99,4
27,3,-1,-1,2,99,1
40,3,-1,-1,1,1,2
39,1,5,-1,2,2,3
75,1,-1,-1,2,6,2
50,2,8,-1,1,3,3
34,3,-1,-1,1,99,2
39,1,-1,-1,2,5,3
23,1,-1,-1,1,6,2
70,1,3,-1,2,1,2
56,2,-1,-1,2,4,2
36,3,1,1,2,3,4
46,1,1,-1,2,2,4
25,2,-1,-1,1,99,3
52,1,-1,-1,1,6,3
31,3,-1,-1,2,3,2
49,2,10,-1,2,4,4
30,3,-1,-1,2,4,1
73,1,2,-1,2,5,4
66,3,5,1,2,4,3
35,3,-1,-1,1,4,3
61,1,8,-1,2,7,1
79,1,8,-1,1,6,3
41,2,6,-1,2,3,4
-9,1,1,-9,2,4,4
54,1,3,-1,2,4,2
22,2,6,-1,2,3,4
22,2,-1,-1,1,4,1
46,2,1,-1,2,2,4
41,2,-1,1,2,3,4
64,2,-1,-1,2,99,2
71,2,1,-1,2,3,2
76,2,-1,-1,2,5,4
36,1,8,-1,2,6,3
27,1,1,-1,2,2,2
54,1,3,-1,2,2,4
27,2,10,-1,2,5,2
52,1,-1,-1,2,99,2
50,1,5,-1,2,4,4
73,1,8,-1,2,6,3
62,1,-1,-1,2,4,1
41,1,1,-1,2,4,3
34,2,-1,-1,2,3,3
36,3,-1,-1,2,3,3
64,1,8,-1,1,7,3
53,2,-1,-1,2,4,2
40,3,-1,-1,2,6,2
68,2,9,-1,2,6,4
73,1,-1,-1,2,4,3
67,1,1,-1,2,2,3
40,1,-1,-1,2,5,4
62,1,-1,-1,1,6,3
35,1,5,-1,2,2,3
72,1,1,-1,2,2,3
71,2,-1,-1,1,99,4
56,1,-1,-1,1,99,3
41,2,3,-1,2,4,2
24,1,-1,-1,2,2,3
67,2,-1,-1,1,99,4
72,1,1,-1,2,1,3
70,1,9,-1,2,2,4
30,2,-1,-1,2,3,3
59,2,1,-1,2,4,3
61,1,1,-1,2,4,4
63,1,5,-1,2,7,2
24,3,-1,-1,2,99,4
34,3,-1,-1,1,4,3
34,2,-1,-1,1,4,4
38,2,1,-1,2,4,2
78,1,1,-1,2,2,3
62,1,-1,-1,2,5,4
61,1,1,-1,2,4,2
44,1,-1,-1,2,4,2
79,2,1,-1,2,3,4
62,3,8,-1,2,4,2
72,1,8,-1,1,7,3
73,1,8,-1,1,7,3
77,2,1,-1,2,99,4
29,1,5,-1,2,2,3
51,1,8,-1,1,99,2
70,1,8,-1,1,3,4
70,1,1,-1,2,2,3
67,1,1,-1,2,2,3
44,2,8,-1,1,7,2
73,2,1,-1,2,2,4
65,1,1,-1,2,99,3
56,1,8,-1,2,7,3
60,1,8,2,2,99,3
47,1,1,-1,2,2,2
49,2,-1,-1,2,2,4
43,2,-1,-1,1,7,2
62,2,8,-1,2,6,-9
61,1,8,-1,1,6,3
44,1,-1,-1,2,99,2
25,2,-1,-1,2,99,1
43,2,-1,-1,2,99,3
54,3,2,-1,2,5,4
31,2,-1,-1,2,3,2
60,2,-1,-1,2,3,3
35,1,-1,-1,1,5,2
47,1,1,-1,2,4,4
80,1,8,-1,1,7,3
54,2,3,-1,2,3,2
28,1,-1,-1,2,5,2
60,1,-1,-1,2,2,3
63,1,-1,-1,2,1,4
69,2,8,-1,1,6,3
-9,1,1,-1,2,2,2
62,1,1,-1,2,3,3
-9,1,-1,-1,2,99,4
41,2,-1,-1,2,2,4
55,1,1,-1,2,2,3
33,1,1,-1,2,2,4
21,2,-1,-1,2,99,2
36,1,-1,-1,1,6,2
43,3,-1,-1,2,4,3
63,2,-1,-1,2,4,4
45,1,5,-1,2,3,2
37,2,-1,-1,2,3,2
32,1,8,-1,1,7,4
42,3,-1,-1,1,2,3
64,2,5,-1,2,2,4
35,2,-1,-1,2,4,2
34,1,5,-1,2,99,3
48,1,8,-1,2,6,3
39,2,6,-1,2,2,2
59,2,-1,-1,1,4,4
69,2,-1,-1,2,2,1
51,3,-1,-1,2,99,4
80,1,-1,-1,2,6,1
48,1,-1,-1,1,3,3
32,1,5,-1,2,2,2
52,2,-1,-1,2,99,4
-9,1,1,-1,2,4,4
54,2,-9,-1,2,99,3
72,1,8,-1,2,5,4
64,1,8,-1,1,6,2
60,1,8,-1,2,5,3
59,1,-1,-1,2,4,2
51,1,-1,-1,1,7,3
39,2,-1,-1,2,2,4
24,2,-1,-1,2,99,4
80,2,-1,-1,2,7,4
44,1,1,-1,2,5,2
67,1,1,-1,1,99,4
-9,2,-1,-1,2,4,2
52,1,-1,-1,2,6,3
41,1,6,-1,2,3,4
69,2,3,-1,2,2,3
71,1,1,-1,2,2,3
61,2,-1,-1,2,4,4
28,1,6,-1,2,2,4
43,2,8,-1,1,6,2
36,2,8,-1,2,7,4
77,1,1,-1,2,2,2
65,2,-1,-1,2,6,2
61,1,1,-1,2,4,4
80,1,-1,-1,2,4,2
30,1,8,-1,1,6,3
51,1,5,-1,2,2,3
63,1,-1,-1,1,5,4
48,1,8,-1,2,6,2
73,1,5,-1,2,4,2
26,3,-1,-1,1,6,4
74,1,1,-1,2,1,2
42,2,-1,-1,2,99,1
49,2,-1,-1,2,6,4
27,2,-1,-1,2,5,2
53,1,3,-1,2,1,3
64,1,-1,-1,2,3,2
61,1,8,-1,1,6,4
26,1,5,-1,2,1,3
66,1,8,-1,1,7,3
-9,1,-1,-1,2,5,3
29,1,1,-1,2,4,3
57,1,-1,-1,2,7,3
66,1,-1,-1,1,5,4
25,2,1,-1,2,6,3
36,2,-1,-1,2,2,4
31,1,-1,-1,2,4,4
70,1,1,-1,2,3,3
42,1,-1,-1,2,5,2
75,1,1,-1,2,99,3
57,1,1,-1,2,3,3
-9,1,1,-1,2,99,2
61,1,3,-1,2,2,4
63,1,-1,-1,2,2,2
80,1,8,-1,2,7,3
80,1,8,-1,2,99,3
58,1,8,-1,1,6,4
50,1,1,-1,2,3,3
38,2,-1,-1,2,99,2
64,1,8,-1,1,6,3
62,1,3,1,2,3,4
64,1,6,-1,2,2,3
45,3,-1,-1,1,5,3
59,2,-1,-1,2,4,2
75,2,-1,-1,2,5,3
80,3,-1,-1,2,5,2
23,3,-1,-1,1,4,3
55,1,-1,-1,2,2,2
63,2,-1,-1,2,6,3
80,1,-1,-1,1,6,4
61,2,-1,-1,2,5,4
74,3,-1,-1,2,3,4
41,2,-1,-1,2,4,3
34,1,8,-1,1,5,2
42,1,6,-1,2,2,4
64,1,6,-1,2,2,2
38,2,-1,-1,2,2,3
32,1,-1,-1,2,4,2
