"age","campaign_interest","vote_primary","vote_pres","right_track","ideology","govt_corrupt"
53,2,-1,-1,2,1,3
65,2,8,2,2,6,4
80,3,8,-1,1,4,2
71,1,1,-1,2,4,4
66,3,-1,-1,1,6,4
63,1,1,-1,2,3,2
55,1,8,-1,1,7,3
55,1,8,-1,2,6,3
46,1,8,-1,2,6,3
65,1,-1,-1,2,99,4
49,2,-1,-1,1,4,3
69,1,1,-1,2,3,4
-9,3,1,-1,2,99,3
57,3,-1,-1,2,6,2
80,1,-1,-1,1,6,3
55,1,-1,-1,1,4,3
78,1,1,-1,2,2,4
26,1,8,-1,1,99,2
66,1,8,-1,1,5,2
41,2,1,-1,2,3,2
29,1,5,-1,2,1,3
79,1,1,-1,2,2,2
71,1,-1,-1,2,2,4
24,1,5,1,2,2,3
63,2,8,-1,1,6,4
42,2,-1,-1,1,4,4
43,1,-1,-1,2,4,2
66,1,1,-1,2,4,4
56,1,4,1,2,4,4
68,1,8,-1,1,6,3
60,3,-1,-1,-9,6,4
-9,3,8,-1,2,6,3
58,1,-1,-1,1,6,3
79,1,1,-1,2,2,3
36,2,-1,-1,1,6,4
36,3,-1,-1,2,6,2
80,1,1,-1,2,99,4
74,2,8,-1,2,6,4
65,1,1,-1,2,99,4
58,2,-1,-1,1,5,3
50,1,6,-1,2,2,4
28,1,-1,-1,1,6,2
55,1,6,-1,2,4,3
80,1,1,-1,1,6,4
56,1,-1,-1,1,5,2
39,1,-1,-1,2,4,2
29,3,10,-1,2,4,2
33,3,-1,1,1,4,3
58,3,-1,-1,2,5,2
71,1,-1,2,1,4,3
-9,2,-1,-1,2,2,3
35,1,5,-1,2,1,2
49,2,-1,-1,2,99,3
73,1,1,-1,2,6,4
43,2,-1,-1,2,4,3
30,1,-1,-1,2,99,2
-9,1,-1,-1,2,5,2
71,1,1,1,2,4,4
47,2,-1,-1,1,4,3
28,3,8,-1,1,99,3
80,1,8,-1,2,6,3
55,2,8,-1,2,7,2
73,1,-1,-1,2,2,4
62,2,-1,-1,2,4,3
51,2,-1,-1,2,4,2
67,1,-1,-1,1,99,4
-9,2,-1,-1,2,4,2
80,1,1,-1,2,2,2
30,2,1,-1,2,2,4
58,2,8,-1,1,4,4
27,2,1,1,2,4,3
48,2,-1,-1,2,5,4
60,1,-1,-1,2,2,3
45,1,2,-1,2,2,2
40,2,-1,-1,2,3,2
37,2,-1,-1,2,99,3
27,2,-1,-1,1,5,2
49,2,-1,-1,2,2,2
80,1,8,-1,1,6,4
54,2,8,-1,1,4,3
44,1,-1,-1,2,2,4
59,1,-1,-1,2,4,4
46,2,-1,-1,2,5,4
69,1,1,-1,2,2,4
39,2,-1,-1,2,5,2
77,1,1,-1,2,3,-9
80,1,1,-1,2,2,2
29,2,-1,-1,1,6,2
72,1,2,-1,2,2,2
50,1,-1,-1,2,4,4
38,1,-1,-1,2,4,1
53,1,3,-1,2,2,4
63,1,-1,-1,2,4,4
70,1,-1,-1,1,5,4
50,2,1,-1,2,3,2
26,2,-1,-1,2,7,3
75,1,-1,-1,1,4,4
-9,1,1,-1,2,2,4
49,1,7,-1,2,5,3
63,1,8,-1,1,6,4
77,1,1,-1,2,5,3
65,1,1,-1,2,3,3
56,2,-1,-1,2,5,2
72,1,3,-1,2,7,4
25,2,5,-1,2,2,3
80,2,-1,1,2,4,4
69,2,-1,-1,2,5,2
-9,2,-1,-1,2,4,4
23,3,5,-1,2,3,4
56,1,-1,-1,2,5,4
35,1,-1,-1,2,3,4
80,1,8,-1,1,6,3
64,1,-1,-1,1,6,4
65,3,-1,-1,2,5,1
62,2,1,-1,2,99,2
54,1,-1,-1,2,99,4
70,1,8,-1,1,5,3
38,1,1,-1,2,2,4
54,1,-1,-1,2,3,4
72,1,-1,-1,1,99,4
75,1,1,1,2,2,3
66,3,-1,-1,1,99,2
52,3,-1,-1,2,4,2
56,1,1,-1,2,2,4
70,1,5,-1,2,3,4
68,2,7,-1,1,3,3
25,2,-1,-1,1,5,2
22,2,-1,-1,2,4,2
63,1,1,-1,2,4,2
80,1,8,-1,1,4,4
55,2,8,-1,2,7,2
35,1,-1,-1,2,3,4
41,3,-1,-1,2,6,2
68,1,5,-1,2,1,4
43,1,1,-1,2,2,4
68,1,1,-1,2,2,3
80,1,8,-1,2,6,2
64,1,-1,-1,2,4,3
24,1,5,-1,2,1,1
62,1,-1,-1,2,1,3
58,2,5,1,2,2,3
32,1,-1,-1,2,3,3
36,2,-1,-1,2,2,3
29,3,-1,-1,2,4,3
67,1,-1,-1,2,3,4
60,1,8,-1,1,6,3
41,2,1,-1,2,5,3
25,2,-1,-1,1,99,3
30,2,5,1,2,1,2
63,1,1,-1,2,99,3
67,3,-1,-1,2,99,3
47,2,8,-1,2,6,3
54,1,-1,-1,1,4,4
71,2,1,1,2,4,2
45,2,1,-1,2,1,2
63,2,1,-1,2,3,3
42,1,-1,-1,2,99,3
55,1,-1,-1,2,4,3
63,2,-1,-1,2,5,2
73,1,5,-1,2,2,3
62,1,1,-1,2,4,4
50,2,-1,-1,1,4,2
49,1,1,-1,2,4,2
58,1,3,-1,2,99,3
77,2,8,-1,1,99,2
80,1,-1,-1,2,2,4
78,1,10,-1,2,5,2
69,1,-1,-1,1,6,3
49,2,-1,-1,2,2,2
79,1,-1,-1,1,7,4
68,1,1,-1,2,2,3
57,1,8,-1,1,6,2
26,3,-1,-1,2,99,2
78,2,8,-1,2,7,2
34,1,8,-1,2,4,3
54,2,-1,-1,2,4,3
46,1,-1,-1,2,4,3
72,1,4,-1,2,2,3
49,3,-1,-1,2,4,4
51,1,-1,-1,1,6,3
69,1,-1,-1,2,5,4
68,2,1,1,2,3,3
68,1,-1,-1,2,99,4
33,2,8,-1,2,6,2
29,2,-1,-1,2,2,3
59,1,1,-1,2,4,3
42,2,-1,-1,2,4,1
67,1,1,-1,2,99,3
63,1,-1,-1,2,4,3
24,1,5,-1,2,2,3
42,1,5,-1,2,3,3
41,1,2,-1,2,2,2
24,2,-1,-1,2,4,3
30,1,1,1,1,4,3
65,2,8,-1,1,6,4
41,3,-1,-1,2,99,2
24,3,-1,-1,2,99,2
78,2,-1,-1,1,4,1
33,1,6,-1,2,1,2
35,3,-1,-1,1,99,3
42,3,-1,-1,1,5,2
29,2,-1,-1,1,6,2
74,1,10,-1,1,6,3
23,3,-1,-1,2,4,1
39,2,8,-1,2,7,4
69,2,8,-1,1,4,4
30,1,-1,-1,1,4,4
29,2,5,-1,2,2,2
46,1,3,-1,2,4,3
54,2,8,-1,2,4,2
61,1,1,-1,2,4,3
39,3,-1,-1,2,5,2
68,1,-1,-1,2,6,4
73,1,-1,-1,1,6,4
25,2,1,-1,2,99,1
65,1,-1,-1,1,5,4
25,1,-1,-1,1,4,2
72,1,8,-1,1,6,3
67,1,8,-1,2,99,2
29,2,-1,-1,2,4,2
-9,1,7,-1,2,99,-9
34,1,1,-1,2,2,4
27,1,-1,-1,1,6,3
63,2,-1,-1,1,4,4
80,2,1,-1,2,99,3
49,1,3,1,2,4,3
55,1,8,-1,2,5,4
40,2,-1,-1,2,4,2
46,1,-1,-1,2,99,2
76,1,9,-1,2,4,3
61,2,-1,-1,1,99,3
37,3,-1,-1,2,4,2
80,1,1,-1,2,5,4
39,3,-1,-1,2,2,4
64,1,5,-1,2,2,3
34,2,1,1,2,3,3
80,2,-1,-1,2,4,2
47,3,-1,-1,1,4,4
39,2,-1,-1,2,6,3
74,1,-1,-1,2,6,3
62,2,-1,-1,2,99,4
58,2,8,-1,2,5,3
67,1,-1,-1,2,7,3
77,1,-1,-1,2,4,4
42,3,8,-1,1,6,4
53,2,8,-1,2,6,3
65,1,1,-1,2,4,4
49,1,-1,-1,2,5,2
39,3,8,-1,2,6,4
69,1,8,-1,2,6,3
58,2,1,-1,2,99,3
77,1,-1,-1,1,5,3
45,3,-1,-1,1,6,3
39,1,-1,-1,1,5,2
42,3,2,-1,2,4,4
41,1,-1,-1,2,4,3
49,2,-1,-1,2,4,3
39,2,4,-1,2,3,4
75,1,-1,-1,2,6,3
52,1,1,-1,2,2,4
71,1,2,-1,2,2,3
61,1,2,-1,2,4,3
80,1,1,-1,2,2,4
59,1,8,-1,1,3,2
68,1,1,-1,2,2,4
50,1,-1,-1,2,4,3
67,1,-1,-1,2,2,3
27,2,-1,-1,2,3,3
28,2,5,-1,2,2,2
67,3,-1,-1,2,3,3
66,1,1,-1,2,3,3
42,2,-1,-1,1,4,4
62,1,1,-1,2,99,2
37,3,1,-1,2,2,4
47,1,1,-1,2,1,4
52,3,8,-1,1,6,3
58,2,-1,-1,2,6,2
73,1,-1,-1,2,6,3
75,2,-1,-1,1,6,2
51,2,-1,-1,2,4,3
24,2,-1,-1,1,4,2
71,1,1,-1,2,4,2
68,2,8,-1,1,6,4
-9,2,8,-1,1,6,4
61,1,1,-1,2,4,3
65,1,8,2,1,6,3
80,2,-1,-1,1,6,4
40,3,-1,-1,2,99,3
57,1,-1,-1,2,4,1
50,2,-1,-1,2,6,4
80,1,-1,-1,1,99,2
75,1,1,-1,2,4,4
30,1,-1,-1,2,3,3
65,1,8,-1,1,6,2
46,1,6,-1,2,1,4
44,1,5,1,2,3,2
35,1,1,-1,2,2,3
80,1,1,-1,2,1,3
48,3,-1,-1,2,4,2
39,1,8,-1,1,7,3
35,2,8,-1,1,5,3
31,2,8,-1,2,3,2
31,2,8,-1,1,6,4
25,1,8,-1,2,4,2
30,3,-1,-1,1,5,2
75,3,1,-1,2,99,4
62,1,-1,-1,1,5,2
72,1,1,-1,2,3,3
44,1,1,1,2,5,3
-9,2,8,-1,2,4,3
80,1,8,-1,2,7,4
79,2,8,-1,2,6,3
65,2,-9,-1,2,5,2
30,1,10,-1,2,4,4
44,1,1,-1,2,4,4
52,1,-1,-1,1,7,3
47,2,-1,-1,1,4,3
56,1,3,-1,2,2,4
38,1,-1,-1,2,3,2
24,1,1,-1,2,2,2
32,2,1,-1,2,5,4
62,1,8,-1,2,5,3
36,2,-1,-1,2,6,3
50,1,1,-1,2,2,2
77,1,-1,-1,2,99,2
48,1,1,-1,2,1,3
35,1,-1,-1,2,1,2
-9,1,8,-1,2,6,3
59,1,-1,-1,2,3,3
43,2,10,-1,2,4,4
39,3,-1,-1,2,99,3
55,2,-1,-1,2,99,3
40,2,-1,-1,2,4,4
46,1,8,-1,2,5,3
80,1,-1,-1,1,3,4
41,1,6,-1,2,1,3
72,1,-1,-1,1,6,4
27,1,-1,-1,2,4,2
28,2,-1,-1,2,4,2
80,1,-1,-1,2,3,3
71,1,8,-1,2,6,4
44,1,-1,-1,2,3,2
46,1,-1,-1,2,6,2
42,2,-1,-1,1,6,2
53,1,-1,-1,2,3,4
54,2,-1,-1,1,99,4
36,2,-1,-1,2,5,2
50,3,1,-1,2,99,2
27,1,-1,-1,1,6,2
57,1,8,-1,1,7,3
28,1,-1,-1,2,5,1
47,1,-1,-1,2,4,2
61,2,8,-1,1,6,3
71,1,-1,-1,1,6,4
62,1,5,-1,2,2,3
22,2,5,-1,2,1,1
63,1,2,-1,2,6,4
71,1,1,1,2,1,3
77,2,-1,-1,1,99,4
65,2,1,-1,2,3,2
55,2,-1,-1,1,5,2
44,1,-1,-1,2,2,3
76,2,8,-1,1,6,4
61,1,5,-1,2,1,3
70,1,-1,-1,2,4,4
77,2,-1,-1,2,2,3
80,1,9,-1,1,4,2
78,1,-1,-1,1,7,3
54,2,-1,-1,2,5,2
71,1,8,-1,2,99,2
45,2,-1,-1,2,99,2
34,1,3,-1,2,2,2
40,2,5,1,2,3,4
80,2,-1,-1,2,4,4
33,1,5,-1,2,1,2
53,1,8,-1,1,6,3
66,1,-1,-1,2,2,3
37,2,6,-1,2,3,2
71,1,-1,-1,1,4,3
47,2,1,-1,2,2,3
80,3,8,-1,1,6,-9
62,2,-1,-1,2,99,2
52,1,1,-1,2,2,4
58,2,8,-1,2,6,2
69,1,-1,-1,1,99,3
57,3,1,-1,1,99,3
45,3,-1,-1,1,99,4
55,2,8,-1,1,99,3
33,2,5,-1,2,2,3
56,1,-1,-1,2,99,2
67,2,-1,-1,2,5,4
61,2,1,-1,2,4,3
75,1,8,-1,2,6,3
37,1,-1,-1,2,3,3
23,1,1,-1,2,2,3
43,1,6,-1,2,2,4
48,1,1,-1,2,4,2
80,1,8,-1,1,6,4
44,1,1,-1,2,2,2
80,1,-1,-1,2,2,4
41,2,-1,-1,2,5,2
80,3,8,-1,2,6,3
69,2,8,-1,2,5,3
37,3,-1,-1,2,5,3
53,2,1,-1,2,2,4
46,2,-1,-1,2,5,5
40,1,6,-1,2,1,3
26,2,-1,-1,2,2,3
55,1,8,-1,1,7,4
73,1,-1,-1,2,4,2
50,1,1,-1,2,99,3
63,2,-1,-1,1,4,4
58,1,1,-1,2,4,3
40,2,-1,-1,2,1,2
63,1,1,-1,2,2,3
34,3,-1,-1,1,4,2
77,1,8,-1,2,7,2
68,1,6,-1,2,2,2
66,1,-1,-1,1,6,3
39,2,1,-1,2,2,3
31,2,-1,-1,2,99,2
67,1,1,-1,2,99,2
78,1,9,-1,2,4,4
49,1,-1,-1,1,7,3
43,1,8,-1,1,6,4
38,2,-1,-1,1,3,4
51,2,1,-1,2,3,4
33,2,-1,-1,2,4,3
60,1,-1,-1,2,6,2
60,1,6,-1,2,2,3
50,2,-1,-1,1,4,2
45,1,-1,-1,1,7,3
73,2,5,-1,-9,99,3
64,2,1,-1,1,5,2
31,1,1,1,2,4,2
35,3,-1,-1,1,6,2
29,2,-1,-1,2,4,3
47,2,-1,-1,2,5,4
34,2,-1,-1,2,4,3
31,3,8,-1,1,7,2
63,2,-1,-1,1,6,3
36,1,5,-1,2,4,3
41,1,5,-1,2,2,2
80,2,1,-1,2,3,4
53,2,-1,-1,2,2,2
55,3,-1,-1,1,6,4
54,1,1,-1,2,4,4
67,1,-1,-1,2,4,2
61,1,-1,-1,2,1,3
25,2,-1,-1,1,6,3
-9,1,8,-1,1,7,2
63,2,-1,-1,2,4,3
43,1,1,-1,2,3,2
53,1,8,-1,2,6,4
64,1,-1,-1,2,6,4
-9,1,-1,2,2,6,3
-9,2,10,-1,2,3,3
56,2,-1,-1,2,6,3
41,1,6,-1,2,1,3
35,1,8,-1,1,6,3
78,2,-1,-1,2,99,4
54,2,-1,-1,2,4,2
65,2,1,-1,2,99,2
36,3,-1,-1,1,6,1
59,1,8,-1,2,6,3
61,2,8,-1,1,7,3
39,1,1,-1,2,2,3
33,2,-1,-1,2,4,3
43,1,1,-1,2,3,4
27,2,-1,-1,2,3,2
34,1,1,-1,2,1,2
73,1,8,-1,1,6,4
34,1,-1,-1,2,3,4
60,3,-1,-1,1,4,3
50,2,8,-1,2,4,3
-9,2,1,-1,2,4,4
48,2,-1,-1,1,3,2
71,1,8,-1,1,6,3
23,2,-1,-1,2,99,3
33,1,8,-1,1,6,3
65,1,-1,-1,2,2,2
22,2,-1,-1,2,7,4
54,2,1,-1,2,4,4
-9,1,8,-1,1,6,3
51,3,1,-1,2,4,4
52,1,-1,-1,1,6,4
-9,1,-1,-1,-9,99,-9
64,1,1,-1,2,3,2
55,2,-1,-1,2,3,4
41,1,1,-1,2,1,3
37,2,-1,-1,1,6,2
43,2,1,-1,2,4,4
76,1,8,-1,1,6,3
72,2,-1,-1,1,6,2
37,1,-1,-1,1,7,1
59,1,-1,-1,2,4,2
50,2,-1,-1,2,99,3
57,1,8,2,1,7,3
44,1,5,-1,2,1,2
38,1,6,-1,2,1,3
39,2,-1,-1,2,6,3
28,2,1,-1,2,2,2
42,2,-1,-1,2,4,4
63,2,-1,-1,1,99,2
77,1,-1,-1,2,2,4
59,2,-1,-1,2,99,2
64,1,-1,-1,1,6,2
75,1,10,-1,2,99,2
60,1,1,-1,2,2,4
25,1,1,-1,2,3,3
75,2,-1,-1,1,6,4
27,2,8,-1,1,6,2
-9,1,-1,-1,1,6,2
37,2,8,-1,2,7,3
25,2,-1,-1,2,99,3
66,2,8,-1,2,6,3
64,1,1,-1,2,4,3
60,1,1,1,2,99,3
26,2,-1,-1,2,4,2
69,1,1,-1,2,4,4
21,1,-1,-1,1,4,4
67,1,8,-1,2,6,3
23,1,5,-1,2,1,2
62,1,-1,-1,1,6,3
63,2,-1,-1,2,7,2
39,2,1,-1,2,5,3
80,1,-1,-1,1,5,4
23,3,-1,-1,1,5,4
72,1,1,-1,2,4,3
51,1,8,-1,2,7,4
62,1,6,-1,2,4,3
49,1,-1,-1,2,6,2
64,3,8,-1,2,6,2
50,3,-1,-1,2,99,3
39,2,8,-1,1,99,3
46,3,-1,-1,1,4,4
34,3,-1,-1,2,4,2
54,3,-1,-1,2,99,2
61,1,-1,-1,2,4,2
64,1,8,-1,1,7,2
62,1,8,2,2,4,4
35,2,10,-1,1,4,2
43,2,5,-1,2,2,4
58,2,-1,-1,1,4,4
68,1,-1,-1,2,2,2
78,1,-1,-1,2,5,3
48,2,-1,-1,2,6,3
80,1,9,-1,2,4,3
46,1,1,-1,2,5,3
71,1,6,-1,2,3,4
64,1,1,-1,2,5,3
23,2,-1,-1,2,2,2
44,2,-1,-1,2,99,2
50,1,8,-1,1,6,3
27,1,-1,-1,2,5,2
54,1,-1,-1,1,6,3
45,2,-1,-1,2,99,2
68,2,-1,-1,1,5,4
23,2,-1,-1,1,1,3
23,1,-1,-1,1,2,3
77,1,1,-1,2,4,2
72,1,1,-1,2,2,3
71,1,-1,2,1,7,3
71,2,8,-1,2,7,3
56,2,8,-1,1,7,3
-9,2,8,-1,1,7,3
-9,1,8,-1,2,99,-9
62,1,8,-1,1,4,3
35,1,1,-1,2,4,4
70,1,1,-1,2,1,2
29,3,8,-1,2,4,3
71,2,-1,-1,2,99,2
36,3,-1,-1,1,99,2
66,1,-1,-1,1,6,2
58,1,1,-1,2,3,4
71,1,1,-1,2,3,3
42,1,-1,-1,2,1,4
77,1,7,-1,1,7,4
43,1,-1,-1,2,4,2
59,1,1,-1,1,4,4
32,3,-1,-1,2,4,3
66,3,-1,-1,1,6,2
61,2,8,-1,1,5,4
80,2,4,-1,1,5,4
42,2,9,-1,2,3,3
80,1,1,-1,2,2,4
43,1,1,-1,2,4,2
72,1,1,-1,2,3,3
80,1,6,-1,2,2,4
35,2,9,-1,2,4,2
52,2,-1,-1,2,5,3
73,1,8,-1,1,4,2
55,1,-1,-1,2,3,4
35,3,-1,-1,2,4,2
59,3,-1,-1,1,99,4
55,3,-1,1,2,3,3
38,2,-1,-1,2,2,3
51,2,-1,-1,2,3,3
69,1,-1,-1,2,1,3
33,2,8,2,1,6,2
74,1,8,-1,1,7,2
32,1,8,-1,1,6,3
79,1,8,-1,1,4,2
76,1,1,-1,2,4,2
70,1,8,-1,1,6,3
62,1,1,-1,2,2,4
60,1,-1,-1,2,99,3
35,3,-1,-1,2,99,4
40,1,1,-1,2,4,3
80,1,-1,-1,2,2,2
40,2,-1,-1,1,4,2
25,2,-1,-1,1,99,3
43,2,8,-1,1,5,4
59,2,-1,-1,1,4,3
57,2,-1,-1,2,99,3
80,1,-1,-1,2,5,3
80,3,-1,-1,2,3,2
70,2,1,-1,2,6,4
38,1,1,-1,2,2,3
73,1,8,-1,1,6,3
47,1,3,-1,2,2,4
37,2,-1,-1,1,3,3
48,1,8,-1,1,99,2
33,2,8,-1,1,5,3
65,1,-1,-1,2,99,2
60,2,-1,-1,2,5,4
67,1,1,-1,2,4,3
-9,2,-1,-1,1,4,2
72,1,5,-1,2,4,3
22,1,-1,-1,2,4,4
55,1,-1,-1,2,2,2
62,3,-1,-1,2,6,2
38,3,-1,-1,2,5,4
52,1,-1,-1,2,7,4
45,3,1,-1,2,2,3
40,1,8,-1,1,6,2
68,1,-1,-1,1,7,4
53,2,-1,-1,1,6,3
63,1,-1,-1,2,2,2
80,1,-1,-1,2,7,3
55,2,1,-1,2,99,3
71,1,8,-1,2,7,3
62,2,6,-1,2,3,3
64,1,-1,-1,2,4,4
62,1,1,-1,2,2,2
41,3,1,-1,2,99,2
24,3,-1,-1,2,99,1
71,1,8,-1,1,6,3
39,3,-1,-1,2,2,2
39,3,-1,-1,2,3,1
-9,1,8,-1,1,6,4
56,2,8,-1,1,5,2
51,1,-1,-1,1,4,2
79,1,-1,-1,2,6,3
35,1,1,-1,2,2,3
39,2,-1,-1,1,5,2
73,1,-1,-1,2,4,4
49,2,-1,-1,2,3,3
44,1,-1,-1,2,4,3
57,1,1,-1,2,3,2
22,1,1,-1,2,4,3
80,1,-1,-1,2,2,4
55,2,-1,-1,2,99,4
69,1,1,-1,2,2,4
65,1,8,-1,2,5,3
29,1,1,-1,2,4,4
39,1,-1,-1,2,1,2
23,2,-1,-1,2,99,3
47,2,8,-1,2,6,2
32,1,-1,-1,2,5,4
60,1,1,-1,2,4,1
22,3,-1,-1,2,3,4
35,2,-1,-1,2,2,3
39,1,6,-1,2,2,4
27,1,5,1,2,1,2
28,2,-1,-1,2,6,2
34,1,1,-1,2,2,2
58,2,-1,-1,1,4,3
40,3,-1,-1,2,4,2
29,2,-1,-1,2,4,2
75,1,2,-1,2,3,4
40,3,-1,-1,1,3,3
42,1,1,-1,2,4,2
62,1,8,-1,2,6,3
44,2,10,-1,2,4,2
57,1,-1,-1,2,99,2
59,1,-1,-1,2,4,3
57,2,-1,-1,2,99,4
36,1,-1,-1,2,1,2
60,2,-1,-1,1,4,3
62,1,1,-1,2,2,3
24,2,-1,-1,2,2,2
55,1,5,-1,2,4,4
77,1,-1,-1,1,6,4
80,1,1,-1,2,2,4
27,1,1,-1,2,2,3
51,1,1,-1,2,4,2
58,1,1,-1,2,3,4
-9,2,-1,-1,1,99,2
66,1,-1,-1,1,6,2
46,2,8,-1,1,4,4
32,2,-1,-1,2,6,4
49,1,8,-1,1,6,2
40,1,3,-1,2,3,3
42,3,-1,-1,2,4,2
80,1,1,-1,2,99,4
29,1,-1,-1,2,6,3
53,2,-1,-1,1,4,4
34,3,-1,-1,1,3,4
32,3,-1,-1,2,3,3
68,3,10,-1,2,4,2
37,2,-1,-1,2,1,2
72,1,8,2,1,6,2
62,1,1,-1,2,3,2
40,2,-1,-1,2,3,4
80,1,-1,-1,2,6,4
34,2,1,-1,2,4,3
80,1,6,-1,2,1,4
71,1,1,-1,2,1,-9
61,3,8,-1,2,6,2
51,2,-1,-1,1,2,4
50,1,-1,-1,2,4,2
38,2,6,-1,2,4,4
67,1,-1,-1,2,4,4
63,1,1,-1,2,1,2
49,2,-9,-1,2,6,3
67,2,8,-1,1,6,3
60,1,5,-1,2,2,2
27,2,-1,-1,2,4,3
26,2,1,-1,2,2,4
50,3,-1,-1,2,4,4
52,1,-1,-1,2,3,3
72,1,8,-1,1,6,4
35,2,1,1,2,2,3
73,1,8,-1,2,6,4
61,3,-1,-1,1,99,3
59,1,-1,-1,1,6,4
59,1,-1,-1,2,6,3
36,2,-1,-1,1,5,3
56,2,8,-1,2,99,3
31,3,-1,-1,2,4,2
42,1,5,-1,2,1,2
37,1,-1,-1,2,6,2
67,1,8,-1,2,6,3
79,1,-1,-1,2,2,4
49,1,1,-1,2,2,3
37,1,8,-1,1,6,3
70,1,8,-1,2,5,4
58,1,1,1,2,4,3
25,1,1,-1,2,2,3
42,2,8,-1,2,6,2
25,3,10,-1,2,4,2
80,1,-1,-1,1,4,4
55,2,-1,-1,2,99,2
57,1,8,-1,2,7,1
44,1,6,-1,2,2,4
56,2,-1,-1,2,6,3
55,3,-1,-1,2,4,3
63,1,1,-1,2,3,3
40,3,-1,-1,1,99,4
60,1,8,-1,2,6,4
55,3,1,-1,2,99,2
70,1,8,-1,2,4,4
52,3,-1,-1,2,6,3
35,2,6,-1,2,1,4
47,2,-1,-1,2,2,2
62,2,-1,-1,1,5,4
35,2,-1,2,2,5,3
70,2,8,-1,1,4,3
43,3,1,-1,2,99,4
54,2,-1,-1,2,4,4
36,2,8,-1,2,99,2
39,2,-1,-1,1,6,4
38,3,-1,-1,1,4,3
44,1,-1,-1,2,7,3
41,-9,-1,-1,1,5,4
40,2,-1,-1,2,4,1
41,2,5,-1,2,2,4
44,1,4,-1,1,5,2
63,1,1,-1,2,4,4
77,2,-1,-1,2,99,3
26,3,-1,-1,2,99,2
68,1,1,-1,2,3,2
80,2,10,-1,2,4,1
58,1,-1,-1,2,1,2
-9,1,10,-1,2,5,2
43,3,-1,-1,2,6,2
37,3,6,-1,2,99,4
46,1,8,-1,1,7,3
31,2,-1,-1,2,3,3
74,1,5,-1,2,2,4
29,2,5,-1,2,2,3
51,1,8,-1,1,6,2
36,2,-1,-1,2,4,2
80,1,1,-1,2,3,2
35,2,-1,-1,2,5,2
61,1,8,-1,1,6,2
23,3,-1,-1,2,3,2
47,2,1,-1,2,6,2
62,2,-1,-1,2,99,4
45,2,8,-1,1,7,3
72,2,-1,-1,2,5,3
69,1,4,-1,2,4,4
73,1,8,-1,1,6,2
76,1,1,-1,2,2,4
55,1,-1,-1,1,6,2
70,1,-1,-1,1,3,3
71,1,-1,-1,1,6,4
72,1,6,-1,2,4,4
58,1,2,-1,2,4,4
35,1,6,-1,2,2,4
70,1,-1,-1,2,6,2
71,1,-1,-1,2,2,2
61,2,1,-1,1,99,4
-9,2,-1,-1,2,4,2
67,2,-1,-1,2,5,2
50,1,-1,-1,1,6,2
32,2,-1,-1,2,4,2
33,2,3,-1,2,1,4
-9,1,-1,-1,2,4,3
51,3,-1,-1,2,2,3
54,2,-1,-1,-9,6,4
32,2,-1,-1,2,6,2
58,1,1,1,2,5,2
50,3,8,-1,1,7,1
59,1,5,-1,2,2,3
43,2,-1,-1,2,5,3
34,2,5,-1,2,4,4
54,2,-1,-1,2,99,2
55,2,-1,-1,2,2,2
56,2,1,-1,2,6,4
38,1,8,-1,2,5,4
80,1,1,-1,2,99,3
65,1,8,-1,2,6,4
65,1,1,-1,2,2,4
62,1,1,-1,2,2,3
44,1,8,-1,1,6,2
33,3,-1,-1,1,6,3
45,1,-1,-1,2,4,2
55,2,8,-1,2,5,2
36,1,8,-1,1,6,3
31,2,-1,-1,2,4,3
46,1,6,-1,2,2,2
43,2,-1,-1,2,5,2
37,3,-1,-1,2,1,4
38,1,-1,-1,2,1,2
55,1,8,-1,2,3,2
76,2,10,-1,2,4,3
71,2,1,-1,2,99,4
30,3,-1,-1,2,4,2
77,3,-1,-1,2,2,4
71,3,1,-1,2,6,2
53,2,-1,-1,2,6,2
50,2,-9,-1,2,3,4
48,2,1,-1,2,2,2
37,2,-1,-1,2,4,3
53,1,-1,-1,2,99,4
68,1,8,-1,2,4,4
45,2,-1,-1,2,5,3
80,1,7,-1,2,1,2
65,1,-1,2,1,5,3
30,2,1,-1,2,2,2
66,2,5,-1,2,2,3
38,3,-1,-1,1,3,1
40,1,1,1,2,4,3
42,1,-1,2,1,7,5
24,1,-1,-1,2,4,3
65,1,-1,-1,1,6,4
68,1,-1,-1,1,6,3
75,2,7,-1,2,99,2
54,1,1,-1,2,2,2
39,2,-1,-1,2,1,3
62,3,-1,-1,1,6,2
43,2,-1,-1,1,99,3
38,2,9,-1,2,4,2
60,1,5,-1,2,2,4
58,1,-1,-1,2,2,4
80,2,-1,-1,1,5,4
68,2,8,-1,1,6,3
-9,1,8,-1,1,6,4
80,1,1,-1,2,4,4
35,3,-1,-1,2,4,3
40,1,-1,-1,2,2,3
64,1,2,-1,2,4,5
31,1,-1,-1,1,5,2
62,1,8,-1,1,6,2
63,1,8,-1,2,6,3
55,1,-1,-1,2,2,3
45,1,8,-1,1,5,3
64,1,8,-1,1,6,3
36,1,1,-1,2,2,3
59,1,5,-1,1,4,4
25,3,-1,-1,2,99,1
43,3,-1,-1,1,99,2
-9,1,8,-1,1,7,3
51,2,3,-1,2,4,4
52,3,-1,-1,2,6,2
37,3,-1,-1,2,5,2
49,3,6,-1,2,3,4
45,1,-1,-1,2,5,4
26,1,-1,-1,2,5,2
